"Año","Código actividad económica","Nombre actividad económica","Código sector económico","Nombre sector económico","Código subsector económico","Nombre subsector económico","Costos y gastos nómina","Aportes seguridad","Aportes a entidades","Efectivo y equivalentes","Inversiones e instrumentos","Cuentas y otros por cobrar","Inventarios","Propiedades","Otros activos","Total patrimonio bruto","Pasivos","Total patrimonio líquido","Ingresos ordinarios","Ingresos financieros","Otros ingresos","Total ingresos brutos","Devoluciones, rebajas","Ingresos no renta","Total ingresos netos","Costos","Gastos administración","Gastos distribución","Gastos financieros","Otros gastos","Total costos y gastos","Renta líquida ordinaria","Pérdida líquida","Compensaciones","Renta líquida","Renta presuntiva","Renta exenta","Rentas gravables","Renta líquida gravable","Ingresos ganancias ocasionales","Costos ganancias ocasionales","Ganancias ocasionales no gravadas","Ganancias ocasionales gravables","Impuesto RLG","Descuentos tributarios","Impuesto neto de renta","Impuesto ganancias ocasionales","Total Impuesto a cargo","Anticipo renta año anterior","Saldo a favor año anterior","Autorretenciones","Otras retenciones","Total retenciones","Anticipo renta siguiente año","Saldo a pagar por impuesto","Sanciones","Total saldo a pagar","Total saldo a favor"
"2012","3821","Tratamiento y disposición de desechos no peligrosos","4","Electricidad, gas, vapor y agua","5","Distribución de agua; evacuación y tratamiento de aguas residuales, y actividades de saneamiento ambiental","17321","3002","1090","7461","227","47315","4708","69530","37534","166775","100855","66637","133409","2311","1814","137534","5764","60","131710","99009","23241","2183","0","7632","33057","5437","6429","89","5348","495","3","0","5450","20","3","0","17","1797","0","1847","5","1852","182","367","258","1031","1289","328","885","1","886","542"
"2014","4210","Construcción de carreteras y vías de ferrocarril","5","Construcción","6","Construcción","1034797","128077","32025","2786406","1097235","6494183","1268147","1935005","5323819","18904795","13745158","6030512","12349579","150760","490492","12990830","41681","142880","12806269","9639595","1061879","69196","377310","435122","1943507","1531148","377502","223680","1307467","134593","44790","544","1281733","138372","111692","2305","26103","319591","243","319000","2610","321611","106377","39493","17917","206869","224786","80252","156502","305","156620","125107"
"2018","1063","OTROS DERIVADOS DEL CAFÉ","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","196573","26625","10241","121837","1015716","226235","596382","1363936","29672","3359612","1425058","1935328","2482563","21012","94055","2599062","8321","56","2590685","1492414","832176","144670","26254","90052","2585565","12349","935","253","12096","2322","38","0","12093","0","0","0","0","3991","0","3990","0","4391","2613","277","477","722","1199","1981","2239","1","2239","465"
"2014","3511","Generación de energía eléctrica","4","Electricidad, gas, vapor y agua","4","Suministro de electricidad, gas, vapor y aire acondicionado","424488","56815","18287","2555249","3573281","3602222","485117","21345072","1277947","32838887","17855646","15586446","12882889","310330","449739","13642958","317","203614","13439273","8470534","524176","12632","465376","1215795","2217978","2926269","257336","103891","2822378","8334","4539","191","2822774","2580","5699","218","355","691807","13444","678363","36","678399","290010","40457","176087","34904","210992","311331","518506","11","518515","70232"
"2013","6619","Otras actividades auxiliares de las actividades de servicios financieros n.c.p.","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","199409","28922","9763","3979704","1620298","2324869","12870","328344","162611","8428697","3975575","4527163","1419198","150304","297273","1866774","22658","228628","1615488","126890","856133","126201","0","194481","1176815","313040","12640","4990","308050","85777","2346","2","313612","397653","153076","36981","214507","76164","20","76143","21451","97594","30733","5009","72679","18937","91616","19478","47351","56","47368","57598"
"2017","1311","PREPARACIÓN E HILATURA DE FIBRAS TEXTILES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","206214","24806","8011","74368","45567","436595","281440","272599","17815","1145402","662595","519301","1158053","9179","9549","1176865","39931","39","1136895","815844","88775","151848","36047","3462","1095976","55957","15038","5313","50644","18023","449","0","53595","1472","1213","4","255","17869","46","17823","27","19672","1110","3264","16573","8022","24594","1483","4171","1","4171","13531"
"2016","311","PESCA MARÍTIMA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","6714","868","245","4531","863","20282","20233","18793","3016","67717","51170","19078","122042","79","5003","127124","5164","566","121394","91868","11882","10327","0","7462","121538","1472","1617","0","1472","427","54","0","1704","142","112","0","30","426","0","426","3","429","55","15","524","189","714","99","251","2","253","507"
"2015","4520","MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","226764","26690","7190","127492","18471","436521","214784","325384","43137","1165789","662401","515739","1571898","3317","68492","1643708","76630","8191","1558907","955658","285025","134724","360","15454","971112","118608","11493","11928","118608","12247","899","0","118987","4077","2668","148","1277","28647","10","27815","128","27943","3309","11399","5349","28066","33415","3920","3863","94","3893","20059"
"2015","6201","ACTIVIDADES DE DESARROLLO DE SISTEMAS INFORMÁTICOS (PLANIFICACIÓN, ANÁLISIS, DISEÑO, PROGRAMACIÓN, PRUEBAS)","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","933010","101761","32128","433045","91015","1173174","106950","262100","267652","2333935","1295864","1059772","2956981","18197","107724","3082902","46547","22939","3013512","1188627","962580","386016","66","6960","1195587","404429","61418","10530","404429","23926","46798","0","362891","24616","20003","1617","6208","87213","4224","82630","622","83252","7649","27015","5506","111376","116882","11914","24500","111","24550","80818"
"2017","9102","ACTIVIDADES Y FUNCIONAMIENTO DE MUSEOS, CONSERVACIÓN DE EDIFICIOS Y SITIOS HISTÓRICOS","11","OTRAS ACTIVIDADES DE SERVICIOS","18","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","15890","4839","1695","34421","25740","11648","4440","64843","85374","226943","31757","195290","78380","3061","4642","86210","570","7","85633","23707","72582","3179","1319","863","101651","6900","1439","223","6677","55","6133","54","607","190","161","4","25","157","0","157","3","159","0","251","15","203","218","1","79","0","79","403"
"2015","4643","COMERCIO AL POR MAYOR DE CALZADO","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","58950","6808","2131","155839","4052","296801","336277","91073","44388","928430","718931","218208","1390723","8512","157571","1556805","207644","165","1348996","731900","83443","244929","0","1892","733793","146936","7078","879","146936","4013","25","0","147725","3128","2247","0","934","36859","0","36859","93","36952","655","3239","2615","17351","19965","3821","22013","20","22027","5093"
"2016","8551","FORMACIÓN ACADÉMICA NO FORMAL","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","16","EDUCACIÓN","126005","16370","5460","100829","3491","138470","8202","177851","24757","453599","195392","265441","540878","3961","16697","561536","9281","162","552093","171177","290423","53589","6","11607","526802","42135","16521","312","41823","3199","7354","1","35048","4646","3498","15","1326","8412","64","8348","133","8481","2197","4248","296","8950","9246","2517","3895","31","4066","8272"
"2012","710","Extracción de minerales de hierro","2","Minería","2","Explotación de minas y canteras","4179","522","211","11744","516","9384","707","60171","35458","117979","37991","81317","143536","1962","689","146188","5622","0","140566","154269","6782","0","0","8083","14866","322","30374","0","322","780","0","0","1074","0","0","0","0","351","0","351","0","351","19","3","0","91","91","176","430","11","452","27"
"2014","4923","Transporte de carga por carretera","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","8","Transporte y almacenamiento","1941635","235740","62044","1027059","363847","4935041","146029","3818013","565414","10855403","6628852","4337498","14129668","74270","426920","14630858","98600","56821","14475437","9048075","2464439","1590149","1348","429130","4485066","911494","73294","5930","905562","100709","16315","1049","901600","105802","78031","2574","26451","220368","435","219204","2643","221845","43446","29528","41616","127863","169477","41941","74977","685","75363","53345"
"2014","6399","Otras actividades de servicio de información n.c.p.","7","Información y comunicaciones","10","Información y comunicaciones","124581","13910","3770","135281","124384","253325","11347","125197","231896","881430","586567","329789","443921","4769","16659","465349","6915","11308","447126","106895","240584","43515","12","22548","306659","52465","19977","1639","50827","6374","13286","15","39598","3762","2857","0","904","9325","1007","8318","90","8408","2849","3032","319","14087","14405","2210","3078","38","3085","12714"
"2015","2750","FABRICACIÓN DE APARATOS DE USO DOMÉSTICO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","190445","20634","6232","41972","47249","676998","461448","388884","56517","1673068","1136027","539110","2027740","4481","265692","2297913","70770","1","2227141","1438820","96209","284954","0","1142","1439962","85043","8407","5022","85043","13455","0","2322","92940","27034","27034","0","0","23235","302","22933","0","22933","2503","352","36889","3679","40567","717","2606","6","2606","22373"
"2021","125","Cultivo de flor de corte","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","1533260","147507","45735","400092","202196","1670753","283303","1846044","221897","5298358","3829459","1811598","7054351","159864","89865","7315631","184294","12003","7119448","5277577","557845","256641","243706","21679","6357449","789461","16448","53177","736284","4013","30","84","736362","81656","49166","10","34948","228269","14511","213779","3496","217275","54562","10936","13416","21810","35226","94415","218624","38","218648","8178"
"2014","2030","Fabricación de fibras sintéticas y artificiales","3","Manufactura","3","Industrias manufactureras","42943","4434","1467","16015","3945","126785","109856","167751","17106","441458","232398","214137","387538","9354","10432","407323","16737","0","390586","325322","16758","21197","0","43376","81331","1626","18099","0","1626","5138","1","0","6579","0","0","0","0","1645","20","1625","0","1625","1064","349","24","544","569","886","1022","2","1023","491"
"2012","5310","Actividades postales nacionales","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","8","Transporte y almacenamiento","63658","10511","4218","145166","2094","121026","2706","33999","24896","329886","148368","183454","453117","4587","4664","462367","17184","20","445163","100544","279373","23228","854","10847","314303","33178","3308","30","33148","4054","767","0","32672","220","151","0","69","10756","1","10755","23","10524","6105","435","1808","2789","4597","4141","5230","8","5238","1202"
"2015","4724","COMERCIO AL POR MENOR DE BEBIDAS Y PRODUCTOS DEL TABACO, EN ESTABLECIMIENTOS ESPECIALIZADOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","5637","681","176","8809","227","13728","25638","11291","3194","62887","45167","18648","176898","187","1815","178900","2222","0","176678","150407","9675","11694","0","829","151236","3059","767","130","3059","455","27","0","3080","0","0","0","0","752","0","749","0","749","229","343","175","537","713","324","269","7","272","477"
"2019","8423","ORDEN PÚBLICO Y ACTIVIDADES DE SEGURIDAD","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","15","ADMINISTRACIÓN PÚBLICA Y DEFENSA","54040","11835","3614","24094","6829","13875","2852","215889","5276","269997","87866","182161","171042","1093","10051","182186","1607","1822","178758","16362","126854","10391","1695","12221","167523","8042","1574","39","8003","77","7561","0","453","0","0","0","0","134","1","134","0","133","4","14","9","74","83","20","95","3","97","42"
"2018","162","ACTIVIDADES DE APOYO A LA GANADERÍA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","65872","8048","2766","75079","114573","237509","47316","494359","34513","1034226","460805","583255","547118","5170","17317","573289","11900","4446","556941","385259","93490","43679","10585","1755","534768","34322","12925","629","33620","11136","790","0","36705","63320","54711","91","8530","12020","80","11940","855","13258","2153","1803","2476","6273","8749","3077","5676","20","5686","2477"
"2019","7912","ACTIVIDADES DE OPERADORES TURÍSTICOS","9","ACTIVIDADES PROFESIONALES, CIENTÍFICAS, TÉCNICAS Y DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","14","ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","45172","3185","958","22203","4843","63522","5226","29066","6779","133354","85311","51685","189654","2057","3658","195370","1344","805","193231","90934","56015","28681","4131","1007","180769","15224","2775","58","15167","543","2537","9","12741","5488","414","2","5152","4130","208","3922","516","4438","384","2109","1171","2249","3420","167","1118","17","1131","2422"
"2020","322","ACUICULTURA DE AGUA DULCE","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","81407","11005","3076","56481","23493","131063","59719","274965","30997","641350","301432","345850","924293","4401","14704","943613","144067","3098","796565","575896","86641","57418","20779","1308","742042","43543","3168","1080","42463","994","396","0","42123","6871","3821","0","3059","13439","834","12615","306","12921","1176","1113","2861","5139","8000","1505","5347","13","5357","1206"
